question_id,category,source_type,source_work,source_reference,verification_status,consensus_status
virtues_032,virtues,hadithBukhari,Sahih al-Bukhari,6077,verified,nonControversial
virtues_033,virtues,hadithBukhari,Sahih al-Bukhari,6021,verified,nonControversial
virtues_034,virtues,hadithMuslim,Sahih Muslim,35,verified,nonControversial
virtues_035,virtues,hadithMuslim,Sahih Muslim,223,verified,nonControversial
virtues_036,virtues,hadithMuslim,Sahih Muslim,55,verified,nonControversial
virtues_037,virtues,hadithMuslim,Sahih Muslim,2564,verified,nonControversial
virtues_038,virtues,hadithMuslim,Sahih Muslim,2699,verified,nonControversial
virtues_039,virtues,hadithMuslim,Sahih Muslim,2699,verified,nonControversial
virtues_040,virtues,hadithBukhari,Sahih al-Bukhari,5027,verified,nonControversial
virtues_041,virtues,hadithMuslim,Sahih Muslim,91,verified,nonControversial
virtues_042,virtues,hadithBukhari,Sahih al-Bukhari,6412,verified,nonControversial
virtues_043,virtues,hadithBukhari,Sahih al-Bukhari,6133,verified,nonControversial
virtues_044,virtues,hadithBukhari,Sahih al-Bukhari,5534,verified,nonControversial
virtues_045,virtues,hadithBukhari,Sahih al-Bukhari,893,verified,nonControversial
virtues_046,virtues,quran,Quran,41:34,verified,nonControversial
virtues_047,virtues,quran,Quran,25:63,verified,nonControversial
virtues_048,virtues,quran,Quran,17:34,verified,nonControversial
virtues_049,virtues,quran,Quran,17:27,verified,nonControversial
virtues_050,virtues,hadithBukhari,Sahih al-Bukhari,6406,verified,nonControversial
virtues_051,virtues,quran,Quran,31:19,verified,nonControversial
virtues_052,virtues,quran,Quran,31:17,verified,nonControversial
virtues_053,virtues,quran,Quran,3:134,verified,nonControversial
virtues_054,virtues,quran,Quran,2:263,verified,nonControversial
virtues_055,virtues,quran,Quran,2:271,verified,nonControversial
virtues_056,virtues,quran,Quran,2:267,verified,nonControversial
virtues_057,virtues,quran,Quran,3:92,verified,nonControversial
virtues_058,virtues,quran,Quran,17:29,verified,nonControversial
virtues_059,virtues,quran,Quran,25:67,verified,nonControversial
virtues_060,virtues,quran,Quran,24:27,verified,nonControversial
virtues_061,virtues,quran,Quran,24:28,verified,nonControversial
virtues_062,virtues,quran,Quran,49:6,verified,nonControversial
virtues_063,virtues,quran,Quran,49:12,verified,nonControversial
virtues_064,virtues,quran,Quran,49:9,verified,nonControversial
virtues_065,virtues,quran,Quran,5:8,verified,nonControversial
virtues_066,virtues,quran,Quran,4:135,verified,nonControversial
virtues_067,virtues,quran,Quran,4:58,verified,nonControversial
virtues_068,virtues,quran,Quran,4:36,verified,nonControversial
virtues_069,virtues,quran,Quran,2:280,verified,nonControversial
virtues_070,virtues,quran,Quran,2:282,verified,nonControversial
virtues_071,virtues,quran,Quran,2:188,verified,nonControversial
virtues_072,virtues,quran,Quran,4:2,verified,nonControversial
virtues_073,virtues,quran,Quran,17:35,verified,nonControversial
virtues_074,virtues,quran,Quran,17:36,verified,nonControversial
virtues_075,virtues,quran,Quran,17:37,verified,nonControversial
virtues_076,virtues,quran,Quran,33:70-71,verified,nonControversial
virtues_077,virtues,quran,Quran,20:44,verified,nonControversial
virtues_078,virtues,quran,Quran,41:33,verified,nonControversial
virtues_079,virtues,quran,Quran,23:3,verified,nonControversial
virtues_080,virtues,quran,Quran,23:8,verified,nonControversial
virtues_081,virtues,quran,Quran,42:40,verified,nonControversial
virtues_082,virtues,quran,Quran,24:22,verified,nonControversial
virtues_083,virtues,quran,Quran,7:199,verified,nonControversial
virtues_084,virtues,quran,Quran,3:186,verified,nonControversial
virtues_085,virtues,quran,Quran,42:43,verified,nonControversial
virtues_086,virtues,quran,Quran,2:45,verified,nonControversial
virtues_087,virtues,quran,Quran,2:216,verified,nonControversial
virtues_088,virtues,quran,Quran,65:2-3,verified,nonControversial
virtues_089,virtues,quran,Quran,31:14,verified,nonControversial
virtues_090,virtues,quran,Quran,29:8,verified,nonControversial
virtues_091,virtues,quran,Quran,46:15,verified,nonControversial
virtues_092,virtues,quran,Quran,25:74,verified,nonControversial
virtues_093,virtues,quran,Quran,25:72,verified,nonControversial
virtues_094,virtues,quran,Quran,58:11,verified,nonControversial
virtues_095,virtues,quran,Quran,9:119,verified,nonControversial
virtues_096,virtues,quran,Quran,18:28,verified,nonControversial
virtues_097,virtues,quran,Quran,5:2,verified,nonControversial
virtues_098,virtues,quran,Quran,16:91,verified,nonControversial
virtues_099,virtues,hadithBukhari,Sahih al-Bukhari,13,verified,nonControversial
virtues_100,virtues,quran,Quran,4:114,verified,nonControversial
prophets_251,prophets,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
prophets_252,prophets,quran,Quran,14:39,verified,nonControversial
prophets_253,prophets,quran,Quran,4:158,verified,nonControversial
prophets_254,prophets,quran,Quran,19:16-21,verified,nonControversial
prophets_255,prophets,quran,Quran,2:31,verified,nonControversial
prophets_256,prophets,quran,Quran,21:69,verified,nonControversial
prophets_257,prophets,quran,Quran,20:17-18,verified,nonControversial
prophets_258,prophets,quran,Quran,12:4,verified,nonControversial
prophets_259,prophets,quran,Quran,27:22,verified,nonControversial
prophets_260,prophets,quran,Quran,38:41,verified,nonControversial
prophets_261,prophets,quran,Quran,3:59,verified,nonControversial
prophets_262,prophets,quran,Quran,4:164,verified,nonControversial
prophets_263,prophets,sira,Sira,well-established terminology,verified,nonControversial
prophets_264,prophets,quran,Quran,2:136,verified,nonControversial
prophets_265,prophets,quran,Quran,5:110,verified,nonControversial
prophets_266,prophets,quran,Quran,34:10,verified,nonControversial
prophets_267,prophets,quran,Quran,12:46-49,verified,nonControversial
prophets_268,prophets,quran,Quran,12:8,verified,nonControversial
prophets_269,prophets,quran,Quran,2:50,verified,nonControversial
prophets_270,prophets,sira,Sira,well-established terminology,verified,nonControversial
prophets_271,prophets,quran,Quran,71:1,verified,nonControversial
prophets_272,prophets,quran,Quran,38:30,verified,nonControversial
prophets_273,prophets,quran,Quran,2:251,verified,nonControversial
prophets_274,prophets,sira,Sira,well-established terminology,verified,nonControversial
prophets_275,prophets,quran,Quran,3:33,verified,nonControversial
prophets_276,prophets,quran,Quran,12:100,verified,nonControversial
prophets_277,prophets,quran,Quran,17:1,verified,nonControversial
prophets_278,prophets,quran,Quran,2:87,verified,nonControversial
prophets_279,prophets,quran,Quran,5:46,verified,nonControversial
prophets_280,prophets,quran,Quran,4:163,verified,nonControversial
prophets_281,prophets,quran,Quran,37:102,verified,nonControversial
prophets_282,prophets,quran,Quran,28:7,verified,nonControversial
prophets_283,prophets,quran,Quran,21:87,verified,nonControversial
prophets_284,prophets,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
prophets_285,prophets,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
prophets_286,prophets,quran,Quran,19:30,verified,nonControversial
prophets_287,prophets,quran,Quran,7:65,verified,nonControversial
prophets_288,prophets,quran,Quran,7:73,verified,nonControversial
prophets_289,prophets,quran,Quran,20:29-30,verified,nonControversial
prophets_290,prophets,quran,Quran,33:40,verified,nonControversial
prophets_291,prophets,quran,Quran,3:42,verified,nonControversial
prophets_292,prophets,quran,Quran,21:83,verified,nonControversial
prophets_293,prophets,quran,Quran,2:31,verified,nonControversial
prophets_294,prophets,quran,Quran,38:35-36,verified,nonControversial
prophets_295,prophets,quran,Quran,11:81,verified,nonControversial
prophets_296,prophets,quran,Quran,6:74,verified,nonControversial
prophets_297,prophets,sira,Sira,well-established terminology,verified,nonControversial
prophets_298,prophets,quran,Quran,33:45,verified,nonControversial
prophets_299,prophets,quran,Quran,21:107,verified,nonControversial
prophets_300,prophets,quran,Quran,17:3,verified,nonControversial
prophets_301,prophets,quran,Quran,3:41,verified,nonControversial
prophets_302,prophets,quran,Quran,14:4,verified,nonControversial
prophets_303,prophets,quran,Quran,12:1-3,verified,nonControversial
prophets_304,prophets,quran,Quran,19:41,verified,nonControversial
prophets_305,prophets,quran,Quran,27:44,verified,nonControversial
prophets_306,prophets,quran,Quran,2:260,verified,nonControversial
prophets_307,prophets,quran,Quran,18:60-65,verified,nonControversial
prophets_308,prophets,quran,Quran,112:1-4,verified,nonControversial
prophets_309,prophets,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
prophets_310,prophets,quran,Quran,33:21,verified,nonControversial
sira_251,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_252,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_253,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_254,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_255,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_256,sira,quran,Quran,96:1,verified,nonControversial
sira_257,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_258,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_259,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_260,sira,sira,Sira,well-established terminology,verified,nonControversial
sira_261,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_262,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_263,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_264,sira,sira,Sira,well-established terminology,verified,nonControversial
sira_265,sira,sira,Sira,well-established terminology,verified,nonControversial
sira_266,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_267,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_268,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_269,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_270,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_271,sira,sira,Sira,well-established terminology,verified,nonControversial
sira_272,sira,sira,Sira,well-established terminology,verified,nonControversial
sira_273,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_274,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_275,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_276,sira,sira,Sira,well-established terminology,verified,nonControversial
sira_277,sira,sira,Sira,well-established terminology,verified,nonControversial
sira_278,sira,sira,Sira,well-established terminology,verified,nonControversial
sira_279,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_280,sira,sira,Sira,well-established terminology,verified,nonControversial
sira_281,sira,sira,Sira,well-established terminology,verified,nonControversial
sira_282,sira,sira,Sira,well-established terminology,verified,nonControversial
sira_283,sira,sira,Sira,well-established terminology,verified,nonControversial
sira_284,sira,sira,Sira,well-established terminology,verified,nonControversial
sira_285,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_286,sira,sira,Sira,well-established terminology,verified,nonControversial
sira_287,sira,sira,Sira,well-established terminology,verified,nonControversial
sira_288,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_289,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_290,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_291,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_292,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_293,sira,quran,Quran,93:6,verified,nonControversial
sira_294,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_295,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_296,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_297,sira,quran,Quran,33:6,verified,nonControversial
sira_298,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_299,sira,sira,Sira,"well-established sira event, agreed across standard biographies",verified,nonControversial
sira_300,sira,sira,Sira,well-established terminology,verified,nonControversial
faith_151,faith,creed,Creed,"well-established practice, agreed across the schools (the five pillars)",verified,nonControversial
faith_152,faith,creed,Creed,"well-established practice, agreed across the schools (the shahada as first pillar)",verified,nonControversial
faith_153,faith,creed,Creed,"well-established practice, agreed across the schools (five daily prayers)",verified,nonControversial
faith_154,faith,quran,Quran,2:185,verified,nonControversial
faith_155,faith,creed,Creed,well-established terminology (zakat),verified,nonControversial
faith_156,faith,creed,Creed,well-established terminology (hajj),verified,nonControversial
faith_157,faith,creed,Creed,"well-established practice, agreed across the schools (six articles of faith)",verified,nonControversial
faith_158,faith,quran,Quran,112:1,verified,nonControversial
faith_159,faith,creed,Creed,well-established terminology (the name Allah),verified,nonControversial
faith_160,faith,creed,Creed,well-established terminology (the Qur'an as scripture),verified,nonControversial
faith_161,faith,quran,Quran,3:96,verified,nonControversial
faith_162,faith,hadithBukhari,Sahih al-Bukhari,5376,verified,nonControversial
faith_163,faith,creed,Creed,"well-established practice, agreed across the schools (the Islamic greeting)",verified,nonControversial
faith_164,faith,creed,Creed,"well-established practice, agreed across the schools (returning the greeting)",verified,nonControversial
faith_165,faith,creed,Creed,well-established terminology ('Id al-Fitr),verified,nonControversial
faith_166,faith,creed,Creed,well-established terminology ('Id al-Adha),verified,nonControversial
faith_167,faith,creed,Creed,well-established terminology (angels),verified,nonControversial
faith_168,faith,creed,Creed,well-established terminology (al-Janna),verified,nonControversial
faith_169,faith,creed,Creed,well-established terminology (wudu'),verified,nonControversial
faith_170,faith,creed,Creed,well-established terminology (rak'ah),verified,nonControversial
faith_171,faith,creed,Creed,"well-established practice, agreed across the schools (al-Fatiha in every rak'ah)",verified,nonControversial
faith_172,faith,creed,Creed,well-established terminology (halal),verified,nonControversial
faith_173,faith,creed,Creed,well-established terminology (haram),verified,nonControversial
faith_174,faith,quran,Quran,2:173,verified,nonControversial
faith_175,faith,quran,Quran,5:90,verified,nonControversial
faith_176,faith,hadithBukhari,Sahih al-Bukhari,6224,verified,nonControversial
faith_177,faith,creed,Creed,well-established terminology (as-salat),verified,nonControversial
faith_178,faith,creed,Creed,well-established terminology (du'a'),verified,nonControversial
faith_179,faith,quran,Quran,1:2,verified,nonControversial
faith_180,faith,creed,Creed,well-established terminology (meaning of islam),verified,nonControversial
faith_181,faith,creed,Creed,well-established terminology (meaning of muslim),verified,nonControversial
faith_182,faith,quran,Quran,6:1,verified,nonControversial
faith_183,faith,hadithBukhari,Sahih al-Bukhari,2736,verified,nonControversial
faith_184,faith,quran,Quran,82:11,verified,nonControversial
faith_185,faith,quran,Quran,97:3,verified,nonControversial
faith_186,faith,creed,Creed,well-established terminology (tawhid),verified,nonControversial
faith_187,faith,creed,Creed,well-established terminology (shirk),verified,nonControversial
faith_188,faith,creed,Creed,well-established terminology (Yawm al-Qiyama),verified,nonControversial
faith_189,faith,quran,Quran,9:36,verified,nonControversial
faith_190,faith,creed,Creed,"well-established practice, agreed across the schools (two prostrations per rak'ah)",verified,nonControversial
quran_151,quran,quran,Quran,well-established Quranic-sciences fact (114 surahs),verified,nonControversial
quran_152,quran,quran,Quran,well-established Quranic-sciences fact (al-Fatiha opens the mushaf),verified,nonControversial
quran_153,quran,quran,Quran,well-established terminology (meaning of the word qur'an),verified,nonControversial
quran_154,quran,quran,Quran,well-established Quranic-sciences fact (about twenty-three years of revelation),verified,nonControversial
quran_155,quran,quran,Quran,well-established terminology (aya),verified,nonControversial
quran_156,quran,quran,Quran,well-established terminology (surah),verified,nonControversial
quran_157,quran,quran,Quran,well-established Quranic-sciences fact (al-Baqara is the longest surah),verified,nonControversial
quran_158,quran,quran,Quran,well-established Quranic-sciences fact (al-Kawthar is the shortest surah),verified,nonControversial
quran_159,quran,quran,Quran,well-established Quranic-sciences fact (the basmala opens the surahs),verified,nonControversial
quran_160,quran,quran,Quran,9:6,verified,nonControversial
quran_161,quran,quran,Quran,well-established Quranic-sciences fact (thirty ajza'),verified,nonControversial
quran_162,quran,quran,Quran,well-established Quranic-sciences fact (Surah Maryam),verified,nonControversial
quran_163,quran,quran,Quran,well-established terminology (al-mu'awwidhatan),verified,nonControversial
quran_164,quran,quran,Quran,well-established Quranic-sciences fact (opening word of al-Fatiha),verified,nonControversial
quran_165,quran,quran,Quran,well-established terminology (tafsir),verified,nonControversial
quran_166,quran,quran,Quran,well-established Quranic-sciences fact (At-Tawba has no basmala),verified,nonControversial
quran_167,quran,quran,Quran,well-established terminology (qari'),verified,nonControversial
quran_168,quran,quran,Quran,2:255,verified,nonControversial
quran_169,quran,quran,Quran,well-established Quranic-sciences fact (Surah An-Nur means 'the light'),verified,nonControversial
quran_170,quran,quran,Quran,well-established Quranic-sciences fact (Surah Ar-Rahman),verified,nonControversial
quran_171,quran,quran,Quran,well-established Quranic-sciences fact (Surah Al-Kahf),verified,nonControversial
quran_172,quran,quran,Quran,well-established Quranic-sciences fact (Surah An-Nisa'),verified,nonControversial
quran_173,quran,quran,Quran,well-established Quranic-sciences fact (Surah Al-Ma'ida),verified,nonControversial
quran_174,quran,quran,Quran,"well-established Quranic-sciences fact (Surah Nuh, no. 71)",verified,nonControversial
quran_175,quran,quran,Quran,well-established Quranic-sciences fact (al-Fatiha has seven verses),verified,nonControversial
quran_176,quran,quran,Quran,85:22,verified,nonControversial
quran_177,quran,quran,Quran,well-established Quranic-sciences fact (Surah Al-Qamar),verified,nonControversial
quran_178,quran,quran,Quran,well-established Quranic-sciences fact (Surah Al-Qiyama),verified,nonControversial
quran_179,quran,quran,Quran,"well-established Quranic-sciences fact (Surah Ibrahim, no. 14)",verified,nonControversial
quran_180,quran,quran,Quran,well-established Quranic-sciences fact (Surah Al-Hadid),verified,nonControversial
virtues_101,virtues,quran,Quran,17:23,verified,nonControversial
virtues_102,virtues,creed,Creed,well-established terminology (sadaqa),verified,nonControversial
virtues_103,virtues,hadithBukhari,Sahih al-Bukhari,6018,verified,nonControversial
virtues_104,virtues,hadithBukhari,Sahih al-Bukhari,6015,verified,nonControversial
virtues_105,virtues,quran,Quran,2:153,verified,nonControversial
virtues_106,virtues,quran,Quran,93:9,verified,nonControversial
virtues_107,virtues,quran,Quran,22:30,verified,nonControversial
virtues_108,virtues,quran,Quran,17:26,verified,nonControversial
virtues_109,virtues,quran,Quran,14:7,verified,nonControversial
virtues_110,virtues,creed,Creed,well-established terminology (sabr),verified,nonControversial
faith_191,faith,creed,Creed,well-established terminology (dhikr),verified,nonControversial
faith_192,faith,creed,Creed,well-established terminology (Muharram opens the hijri year),verified,nonControversial
faith_193,faith,creed,Creed,well-established terminology (tawba),verified,nonControversial
faith_194,faith,quran,Quran,11:6,verified,nonControversial
faith_195,faith,creed,Creed,"well-established practice, agreed across the schools (the hajj is performed in Mecca)",verified,nonControversial
faith_196,faith,creed,Creed,well-established terminology (hajj / pilgrim),verified,nonControversial
faith_197,faith,quran,Quran,3:29,verified,nonControversial
faith_198,faith,quran,Quran,2:183,verified,nonControversial
faith_199,faith,creed,Creed,well-established terminology (salat al-jumu'a),verified,nonControversial
faith_200,faith,creed,Creed,well-established terminology (as-sawm),verified,nonControversial
